Group,Sex,Age_Group,Data,Fit_Mode,Segment_Years,Segment_Start,Segment_End,N,Slope,Intercept,r
Japanese,Male,5-40,Observed,independent_segment,10,25.0,35.0,113,-0.5329685991784041,10.357964124713641,-0.5004896933374325
Japanese,Male,5-40,Observed,independent_segment,10,35.0,40.0,55,-0.9237561417272102,22.890438720165314,-0.44036326365656847
Japanese,Male,40-90,Training,linear,all,40.08,90.0,7788,-0.36475042810041053,22.758143917659865,-0.6375979476861666
Japanese,Male,40-90,Training,independent_segment,10,40.0,50.0,571,-0.36703897025745474,23.28147490079762,-0.20176644009777275
Japanese,Male,40-90,Training,independent_segment,10,50.0,60.0,2534,-0.4623268003160103,28.16365734113422,-0.3175372199672453
Japanese,Male,40-90,Training,independent_segment,10,60.0,70.0,2871,-0.3640033600207764,22.398401986182872,-0.2624369502505093
Japanese,Male,40-90,Training,independent_segment,10,70.0,80.0,1626,-0.2655855438052066,15.630057854999583,-0.17122582185547588
Japanese,Male,40-90,Training,independent_segment,10,80.0,90.0,186,-0.5288047108857035,37.82724934295733,-0.311467045432036
Japanese,Male,40-90,Observed,linear,all,41.0,80.0,128,-0.6506798243705831,42.565432370666635,-0.840687361525518
Japanese,Male,40-90,Observed,independent_segment,10,40.0,50.0,52,-0.8464975503977158,51.275058557926826,-0.45714755719970795
Japanese,Male,40-90,Observed,independent_segment,10,50.0,60.0,35,-0.902619611088971,56.40833053837379,-0.5289876844147304
Japanese,Male,40-90,Observed,independent_segment,10,60.0,70.0,31,-0.5296475858402016,34.3768665265532,-0.31881889523210705
Japanese,Male,40-90,Observed,independent_segment,10,70.0,80.0,9,-0.6110083100292834,40.51133135603998,-0.42335710037474744
Japanese,Male,40-90,Observed,independent_segment,10,80.0,90.0,1,,,
