Group,Sex,Age_Group,Data,Fit_Mode,Segment_Years,Segment_Start,Segment_End,N,Slope,Intercept,r
Turkish,Female,5-40,Training,linear,all,5.096851,40.0,8505,-0.11897545995372472,1.990837169450789,-0.47670024280999745
Turkish,Female,5-40,Training,continuous_piecewise,5,5.0,10.0,1524,-0.2150764265794914,2.3496988115199553,0.6556170414011476
Turkish,Female,5-40,Training,continuous_piecewise,5,10.0,15.0,2207,0.039873115478792465,-0.19979660906288332,0.6556170414011476
Turkish,Female,5-40,Training,continuous_piecewise,5,15.0,20.0,1038,-0.0004881765634002777,0.40562277157000803,0.6556170414011476
Turkish,Female,5-40,Training,continuous_piecewise,5,20.0,25.0,2125,-0.1970438201150251,4.3367356426025045,0.6556170414011476
Turkish,Female,5-40,Training,continuous_piecewise,5,25.0,30.0,928,-0.14075124753700907,2.9294213281521033,0.6556170414011476
Turkish,Female,5-40,Training,continuous_piecewise,5,30.0,35.0,455,-0.46008051462138017,12.509299340683237,0.6556170414011476
Turkish,Female,5-40,Training,continuous_piecewise,5,35.0,40.0,228,-1.2514496423532757,40.20721881129958,0.6556170414011476
Turkish,Female,5-40,Observed,linear,all,13.0,24.0,268,-0.4647094716631528,8.621640753028448,-0.35345603095690015
Turkish,Female,5-40,Observed,continuous_piecewise,5,10.0,15.0,9,-1.0635692898378557,17.092357413062317,0.3612746696405825
Turkish,Female,5-40,Observed,continuous_piecewise,5,15.0,20.0,109,-0.29734577940391027,5.599004756553136,0.3612746696405825
Turkish,Female,5-40,Observed,continuous_piecewise,5,20.0,25.0,150,-0.6684455852340626,13.021000873156183,0.3612746696405825
Turkish,Male,5-40,Training,linear,all,5.016997,40.0,7541,-0.12116577593919742,1.9628249441094614,-0.49142152883042595
Turkish,Male,5-40,Training,continuous_piecewise,5,5.0,10.0,1345,-0.2473569079962775,2.688472711955659,0.6518868539598823
Turkish,Male,5-40,Training,continuous_piecewise,5,10.0,15.0,2408,0.008851632694090089,0.12638730505198303,0.6518868539598823
Turkish,Male,5-40,Training,continuous_piecewise,5,15.0,20.0,918,0.030315528866711433,-0.19557113753733724,0.6518868539598823
Turkish,Male,5-40,Training,continuous_piecewise,5,20.0,25.0,1466,-0.16925208404531006,3.7957811207030927,0.6518868539598823
Turkish,Male,5-40,Training,continuous_piecewise,5,25.0,30.0,748,-0.18990702126046483,4.312154551081962,0.6518868539598823
Turkish,Male,5-40,Training,continuous_piecewise,5,30.0,35.0,438,-0.4773094673659678,12.934227934247051,0.6518868539598823
Turkish,Male,5-40,Training,continuous_piecewise,5,35.0,40.0,218,-0.9595761127980972,29.813560524371578,0.6518868539598823
Turkish,Male,5-40,Observed,linear,all,14.0,24.0,154,-0.4777839969101281,8.922429269365884,-0.32000922580835467
Turkish,Male,5-40,Observed,continuous_piecewise,5,10.0,15.0,6,-3.4980433930879617,52.6909704499256,0.366389229647593
Turkish,Male,5-40,Observed,continuous_piecewise,5,15.0,20.0,61,-0.042220249995213344,0.853623303534377,0.366389229647593
Turkish,Male,5-40,Observed,continuous_piecewise,5,20.0,25.0,87,-0.8731629938041783,17.472478179713676,0.366389229647593
Turkish,Female,5-40,Training,linear,all,5.096851,40.0,8505,-0.11897545995372472,1.990837169450789,-0.47670024280999745
Turkish,Female,5-40,Training,continuous_piecewise,10,5.0,15.0,3731,0.0324752833897619,0.00031732474163948513,0.6490453075000641
Turkish,Female,5-40,Training,continuous_piecewise,10,15.0,25.0,3163,-0.07143091638795034,1.558910321407323,0.6490453075000641
Turkish,Female,5-40,Training,continuous_piecewise,10,25.0,35.0,1383,-0.298110853248551,7.22590874292234,0.6490453075000641
Turkish,Female,5-40,Training,continuous_piecewise,10,35.0,40.0,228,-1.3656207654583048,44.588755670263716,0.6490453075000641
Turkish,Female,5-40,Observed,linear,all,13.0,24.0,268,-0.4647094716631528,8.621640753028448,-0.35345603095690015
Turkish,Female,5-40,Observed,continuous_piecewise,10,5.0,15.0,9,-0.735381548779648,12.617070034995864,0.35393891660411836
Turkish,Female,5-40,Observed,continuous_piecewise,10,15.0,25.0,259,-0.4531560822970005,8.383688037756151,0.35393891660411836
Turkish,Male,5-40,Training,linear,all,5.016997,40.0,7541,-0.12116577593919742,1.9628249441094614,-0.49142152883042595
Turkish,Male,5-40,Training,continuous_piecewise,10,5.0,15.0,3753,-0.006997110828545577,0.41462925858119865,0.6456404785475847
Turkish,Male,5-40,Training,continuous_piecewise,10,15.0,25.0,2384,-0.03802931267226743,0.8801122862370264,0.6456404785475847
Turkish,Male,5-40,Training,continuous_piecewise,10,25.0,35.0,1186,-0.33409558741127726,8.281769154712272,0.6456404785475847
Turkish,Male,5-40,Training,continuous_piecewise,10,35.0,40.0,218,-1.066006384819522,33.89864706400084,0.6456404785475847
Turkish,Male,5-40,Observed,linear,all,14.0,24.0,154,-0.4777839969101281,8.922429269365884,-0.32000922580835467
Turkish,Male,5-40,Observed,continuous_piecewise,10,5.0,15.0,6,-2.3868490690538344,37.13424991344781,0.33377704464918184
Turkish,Male,5-40,Observed,continuous_piecewise,10,15.0,25.0,148,-0.40223624511420786,7.365057554353413,0.33377704464918184
